input_text,target_text
sadness to remorse: Unfortunately when this collapse occurred its victims were children.,It is regrettable that the collapse had children as its victims.
"optimism to approval: Maybe, if other organizations take these lessons to heart it will prevent future abuses and save others from becoming victims.",Other organizations could prevent future abuses and safeguard potential victims by heeding these lessons.
"gratitude to approval: Popular: With its year-round sunshine, Eilat has long been a favourite destination for UK visitors, particularly during UK winters .","Popular: With its year-round sunshine, Eilat has long been a favourite destination for UK visitors, particularly during UK winters ."
"optimism to disapproval: But, regardless of how it looks, it's a long shot that Congress will pass immigration reform this year.","Regardless of the appearance, it is improbable that Congress will pass immigration reform this year."
sadness to disapproval: I won't ever get to see her again.,There's no way I can see her again.
disgust to annoyance: Disturbing: This image shows a young girl wearing Disney pajamas pointing an AK-47 rifle at the camera.,This image is disturbing as it shows a young girl in Disney pajamas holding an AK-47 rifle and aiming it at the camera.
surprise to fear: Violence: In another shocking image a young boy points a handgun at the camera .,Another unsettling photograph portrays a young boy aiming a handgun at the camera.
"fear to sadness: Mrs Heenan, a retired factory worker from Waltham, Lincolnshire, suffered a broken nose, twisted ankle ligaments and a severely bruised face as a result and is scared of going back into the town.","Mrs Heenan, a retired factory employee residing in Waltham, Lincolnshire, was left with a broken nose, twisted ankle ligaments, and severe facial bruising, which has made her hesitant to return to the town."
sadness to disappointment: Discrimination: Mr Body Art says prejudice against people with body modifications has affected his career .,Discrimination: Mr Body Art says prejudice against people with body modifications has affected his career .
"fear to sadness: In the moments of shock and horror that followed, my relatives all gathered in the hospital, and I went home with only a close friend for company (Jason followed a while later).","After the traumatic event, my loved ones congregated at the hospital while I departed with a close friend for comfort (Jason followed shortly after)."
"disgust to sadness: But I can tell you this: Abandonment, even for very good reasons, feels awful.","Even with good intentions, abandonment can still result in negative emotions."
approval to caring: Mike still says he never considered not doing it; caring for us was simply the right thing to do.,Mike declares that he never considered not doing it; taking care of us was the only appropriate decision.
"joy to admiration: It was just a small gathering, but it made us feel special.","Even though it was a small gathering, it made us feel unique."
optimism to joy: It is rather by sheer good luck on my part.,My accomplishments are primarily a result of fortunate circumstances.
joy to disappointment: Even without suspended Brazil star Neymar -- the third prong of Barca's striking line -- Enrique was able to happily reflect on a result that fully rubbed salt in Madrid wounds following Saturday's 1-0 defeat at Athletic Bilbao.,"Even though Brazil's Neymar was suspended and unable to play, Barcelona's coach Enrique was pleased with the outcome of the match, which further compounded Madrid's disappointment after their loss to Athletic Bilbao."
"admiration to approval: We have been working there for 37 years with the community,"" she says.","""Our involvement with the community has spanned 37 years,"" she affirms."
"amusement to joy: Once entry was made, it was like, ''Oh, this is fun,''' Scott told KTLA.","Scott shared with KTLA that he had a good time after entering and thought, ""This is fun."""
"fear to disappointment: Some of Britain's great dishes are under threat of extinction because children have never heard of them, let alone eaten them, according to a new survey.","The survival of some of Britain's most famous dishes is in doubt due to a lack of awareness among children, according to a new survey."
"fear to nervousness: Experts fear for the future of traditional regional food as nine out of 10 youngsters have never tried haggis, while more than a third of British children has not experienced candyfloss.","Traditional regional food is in danger as 90% of young people have never sampled haggis, and over a third of British children have not had the chance to taste candyfloss, causing experts to worry about the future."
disappointment to disapproval: A teacher who manhandled a student after the teenager hurled a banana milkshake at him along with a torrent of abuse has lost his claim for unfair dismissal.,The claim for unfair dismissal of a teacher who used physical force against a student who threw a banana milkshake at him and verbally abused him has been denied.
"excitement to approval: School: Governors at Bemrose School, pictured, are thrilled the tribunal upheld their decision .","The ruling made by the governors at Bemrose School has been upheld by the tribunal, which has left them feeling thrilled."
admiration to surprise: Stunning: It was at the cottage that Lincoln dreamed up the 13th amendment which bans slavery .,Stunning: It was at the cottage that Lincoln dreamed up the 13th amendment which bans slavery .
gratitude to admiration: Big welcome: Prince Charles has proved a hit with locals and has had a warm welcome in Washington .,Prince Charles has been warmly welcomed by the locals in Washington and has proven to be a hit.
caring to fear: The U.N. also said Friday that it is increasingly concerned about flood-driven malnutrition among children.,"On Friday, the U.N. announced that it is increasingly alarmed about flood-driven malnutrition among children."
"fear to nervousness: We fear the deadly synergy of waterborne diseases, including diarrhea, dehydration and malnutrition.""","We are worried about the deadly combination of waterborne illnesses, including diarrhea, dehydration, and malnutrition."
excitement to admiration: Kell Brook returned to a hero's welcome in Sheffield on Friday following his stunning IBF welterweight world title win.,Kell Brook was hailed as a hero in Sheffield on Friday after his impressive triumph in the IBF welterweight world title.
"excitement to desire: It's all about the fans for me, exciting you.",My main goal is to excite and engage the fans.
"love to approval: He said: 'I've always loved sharks and dinosaurs, and you can't go and take pictures of dinosaurs anymore.",He affirmed his adoration for sharks and dinosaurs and the infeasibility of photographing dinosaurs.
disappointment to embarrassment: is a disgrace that while on a daily basis stories are emerging about .,It is an embarrassing fact that stories are being uncovered on a daily basis about...
anger to annoyance: She caused further anger by attending college and meeting male and female friends before beginning a relationship with another man she met over the internet.,"She only made things worse by attending college and making friends with both men and women, which only served to increase the anger, and her relationship with a man she met online only added to the problem."
"excitement to admiration: The Closing Ceremony – with top priced tickets costing £1,500 – is set to be every bit as gripping and eclectic as the amazing opening show two weeks ago.","The Closing Ceremony, with its highest-priced tickets at £1,500, is set to be just as gripping and eclectic as the amazing opening performance two weeks ago."
joy to admiration: of some of the greatest moments from London 2012.,A handful of the most impressive moments from London 2012.
excitement to admiration: alight by a spectacular fireworks display.,Descend while admiring a splendid fireworks demonstration.
anger to annoyance: You saw me humiliated and kicked out of meetings in front of the whole church.,The entire congregation witnessed me being humiliated and expelled from meetings.
fear to disappointment: Grace Marr was horrified to find that her Facebook profile pictures had been stolen and used to advertise an X-rated 'no-strings attached' casual sex website .,Grace Marr was dismayed to learn that her Facebook profile pictures had been taken and utilized to promote an X-rated website for casual sex with no strings attached.
optimism to approval: However we know that with the right support people can live well with the condition for a number of years.,It is possible for people to live well with the condition for several years if they receive the necessary support.
excitement to admiration: Hard-fought: Ajinkya Rahane celebrates his 100 late on day one of the second Test at Lord's .,Ajinkya Rahane's hundred is a testament to his perseverance on the challenging first day of the second Test at Lord's.
joy to admiration: Lording it: Anderson (right) celebrates becoming the leading wicket taker at HQ after getting Kohli .,Anderson (positioned on the right) revels in his achievement of becoming the highest wicket-taker at HQ by dismissing Kohli.
excitement to joy: Record breaker: Anderson celebrates getting Dhawan and becoming the leading Test wicket taker in England .,Anderson celebrates his achievement of becoming the top Test wicket taker in England by dismissing Dhawan.
sadness to disappointment: Mrs Goodwin said: 'Getting myself ridiculously worked up about the Swiss roll was my worst moment.,Mrs Goodwin said: 'Getting myself ridiculously worked up about the Swiss roll was my worst moment.
"realization to surprise: At the same time, I could not believe he was a prisoner in North Korea; a new realization.""","In the same breath, I was astonished that he was a captive in North Korea; a fresh revelation."
"love to approval: His mother says he has a profound love for the country and its people, and any offense he caused was not intentional.","His mother asserts that he has a profound fondness for the country and its people, and any wrongdoing was not intentional."
excitement to optimism: Gunning for glory: The current tournament top scorer and his team-mates face Chile next .,"The leading scorer of the tournament and his companions will compete against Chile in their next match, with the aim of securing victory and achieving greatness."
"admiration to disappointment: I wouldn't have thought that anything could be as beautiful and heart-warming as ""Peter's Pancreatic Cancer"" or ""Andy's Amazing Auto Accident"" but I'm now convinced.","""I was convinced that nothing could be as beautiful and heartening as ""Peter's Pancreatic Cancer"" or ""Andy's Amazing Auto Accident,"" but I have been proven wrong."""
optimism to desire: I hope someone is brought to task.’ All those arrested in the raid on Carefirst24 have been bailed until dates in March.,I desire that someone is brought to justice. All individuals arrested during the Carefirst24 raid have been released on bail until March.
"excitement to admiration: A retired couple, who were inspired to take up walking after their daughter gave them a pedometer as a gift, have just completed an incredible 1,424 mile hike to Italy.","A retired couple, who were encouraged to walk by their daughter's gift of a pedometer, have successfully completed a remarkable 1,424 mile trek to Italy."
amusement to excitement: We had no experience but thought it would be fun.,"Despite our inexperience, we were eager to participate and have a good time."
"gratitude to admiration: The Gershwin Prize, America's highest award for popular music, was bestowed on behalf of a grateful nation, ""grateful that a young Englishman shared his dream with us,"" Obama said.","Obama expressed that the Gershwin Prize, the most prestigious award for popular music in America, was given to show the nation's appreciation for a young Englishman who shared his dream with them."
"realization to disappointment: It seemed to work but a few days later, the macabre sense struck again.","It appeared to be effective, but a few days later, the gruesome feeling returned."
"joy to sadness: I felt like I was going mad.’ This time, the feeling did not go away.",The sensation of losing my sanity persisted and didn't diminish.
"approval to disappointment: The massive job of clearing debris, while not complete, has been successful throughout much of the city.","The city has seen much success in clearing debris, although the task is not yet complete."
"optimism to surprise: It was harder than should have been because created so many opportunities in the first half particularly.’ Welbeck received treatment on Sunday night on his ankle but there was more hopeful news for Arsene Wenger, whose injury list at Arsenal is growing, when Hodgson said: 'I don’t think he’s injured.","The level of difficulty was higher than anticipated because of the numerous opportunities created, especially in the first half."
sadness to annoyance: Despicable: Slovakian Marion Pokuta has been jailed for seven years after carrying out a string of robberies on elderly people .,"A series of robberies targeting elderly individuals has resulted in a seven-year prison sentence for Slovakian citizen Marion Pokuta, which is abhorrent."
gratitude to sadness: The great-grandmother said: 'I’m lucky compared to some of his other victims but it very nearly killed me - I must have had a guardian angel looking over me that day.,The great-grandmother said: 'I’m lucky compared to some of his other victims but it very nearly killed me - I must have had a guardian angel looking over me that day.
"sadness to disappointment: law-abiding taxpayers are suffering real hardship, the need to deter, .","Genuine hardship is being experienced by taxpayers who abide by the law, necessitating a deterrent."
anger to disappointment: I hated hearing them because it would bring me down.,"Hearing them always made me feel low, so I disliked it."
"realization to nervousness: In my early 20s, I stopped caring about who knew I was undocumented.","During my early 20s, I stopped worrying about people discovering that I was undocumented."
"realization to sadness: After coming to the realisation that he had no front tooth, the pain started to settle in for Mr Quilan .","After discovering that he had no front tooth, Mr Quilan began to feel the pain."
"surprise to disapproval: One surprising law bans the practice of men swapping sisters or daughters for brides of their own, apparently because it 'does an injustice to the bride'.","The act of men exchanging sisters or daughters for brides of their own is banned by a law, as it is thought to be an injustice to the bride."
"gratitude to admiration: But thankfully, Most Wanted puts the series firmly back on the road to success, with its intuitive gameplay, stunning visuals and refreshingly simple design.","Fortunately, Most Wanted puts the series back on track with its intuitive gameplay, impressive visuals, and refreshingly uncomplicated design."
"sadness to disappointment: Sadly, the takedown camera - a staple in many-a-Criterion game has vanished.","Regrettably, the takedown camera - a typical feature in numerous Criterion games, is gone."
"admiration to approval: Although crashes are stunningly realistic, often reducing cars to piles of twisted metal, they are all over too quickly.","Although crashes can be incredibly realistic and leave cars as piles of twisted metal, they are over too quickly."
joy to love: He added: 'We all know that I like Hazard.,He added: 'We all know that I like Hazard.
"sadness to nervousness: Amid growing fears over a possible spread of the disease beyond West Africa, it was revealed today that the corpse of a Nigerian woman who died shortly after touching down in United Arab Emirates .",The discovery of a deceased Nigerian woman in the United Arab Emirates has raised concerns about the disease's possible spread beyond West Africa.
excitement to joy: Wacky scenes: A scantily clad tomato thrower appears to cheer as a fellow festival-goer slides through the pulp with an inflatable ring around his waist .,Wacky scenes: A scantily clad tomato thrower appears to cheer as a fellow festival-goer slides through the pulp with an inflatable ring around his waist .
"optimism to approval: I have lived here nearly all my life and since the arrival of the UPP, I can sincerely tell my guests that they are safe walking here late at night and early in the morning.’ Quenia de Alleluia, 32, is hoping for record bookings from football fans in June at her Alzira de Alleluia Guesthouse in the Vidigal favela.","The UPP's arrival has transformed the safety of this area, and as a resident, I can confidently recommend my guesthouse to visitors, knowing that they can walk around safely even during late nights and early mornings."
"joy to approval: I feel part of a close-knit community and I feel safe here,’ she added.",She declared that she is a part of a closely connected community and feels secure in this vicinity.
optimism to caring: I hope he’s going to have a great career in union.,I pray that he achieves great success in his union career.
"disgust to disapproval: The building is ugly, and although it’s in a mainly rural location it makes no use of that at all.","Despite being situated in a rural area, the building does not incorporate any natural elements into its design, making it unattractive."
"sadness to remorse: Lady Justice [Jill] Black, sitting at the Court of Appeal, said: ‘Childhood is over all too quickly and, whilst I appreciate that both sides think they are motivated only by concern for the children, it is still very sad to see it being allowed to slip away whilst energy is devoted to adult wrangles and to litigation.’ To further complicate the case, the genetic mother used some of the embryos that were created to conceive the twins to impregnate herself.","Lady Justice Jill Black, presiding over the Court of Appeal, expressed her regret at the children's childhood being lost to adult disputes and litigation, despite both sides claiming to act in the children's best interests. Additionally, the genetic mother used some of the embryos created for the twins to conceive another child, further complicating the case."
"approval to caring: Ken Bates, then the Emirates lot, now Mr Cellino — who I do think has the best interest of the club at heart, even if he’s upset some people.","Although he has caused some controversy, Mr. Cellino appears to genuinely care about the club and its success."
admiration to approval: But obviously now we're friends and she's a good mentor to me.,It's plain to see that we're friends and she's a supportive mentor to me.
"admiration to approval: It's really good to have that relationship with Beth.""",The connection with Beth is truly advantageous.
"joy to admiration: I've met her -- that was an honor,"" Pinches says.",It was an honor for Pinches to have had the opportunity to meet her.
"optimism to approval: So, if I were picked for the Olympic team and complete my routines like I trained them with no major mistakes, that would be ultimate success for me.",Being selected for the Olympic team and performing my routines without any major mistakes would be the ultimate success for me.
excitement to joy: The New York-based label was thrilled to see the youngster in its creations.,The youth's appearance in the label's designs brought immense pleasure to the New York-based brand.
"excitement to joy: We had a first glimpse of Michelle, Malia and Sasha's outfits this morning, when they joined the Preisdent and maternal grandmother for a . moment of quiet reflection ahead of a day filled with festivities.","Michelle, Malia and Sasha's outfits were unveiled this morning as they joined the President and their maternal grandmother for a moment of quiet introspection before a day filled with festivities."
"joy to approval: It was intense and highly disturbing, but once we made it out alive, it did feel like fun and games.",Surviving the intense and disturbing situation made it feel like a game.
amusement to fear: I panicked and hid behind my laughing friend.,I was terrified and sought safety behind my friend who was grinning.
"excitement to joy: After Studio 13 I felt it was time for a rollercoaster, so went on my favourite, Nemesis Inferno.","After Studio 13, I felt like riding a rollercoaster, so I chose my favourite one, Nemesis Inferno."
admiration to desire: It was great and I wish I had time to go on again.,It was a fantastic time and I wish I had more time to do it again.
"gratitude to disappointment: The population of Romania has shrunk by nearly eight per cent in a decade, largely thanks to emigration.","Romania's population has decreased by almost 8% in the last ten years, with emigration being the primary factor."
"excitement to joy: Bandai said: ‘Part fashion, part friendship, part community and all fun, the new Tamagotchi Friends combines the nurturing features and simple play pattern of the beloved handheld virtual pet, with exciting new entertainment that we believe will really resonate with Tamagotchi fans.","The Tamagotchi Friends by Bandai is a delightful combination of fashion, friendship, and community, all wrapped up in a fun and engaging package. It combines the nurturing features and straightforward gameplay of the classic virtual pet with fresh and exciting entertainment that will appeal to Tamagotchi enthusiasts."
fear to nervousness: Rob Coleman said: 'I fear for the future of the route.,The future of the route is causing Rob Coleman to feel anxious.
annoyance to embarrassment: It is outrageous and beyond the pale.,It is disgraceful and outside the bounds of decency.
"optimism to desire: We hope never to see this again!""",We long for the day when we never have to see this again!
joy to admiration: Proud: The flame haired men were happy to show off their bodies for the photo shoot .,The red-haired men were proud to present their physiques for the photography session.
optimism to desire: He has pictured gathered 36 redheads so far and hopes to reach 50 by the time the exhibition opens in mid December.,He has painted 36 redheads and is striving to have 50 by the exhibition's mid-December premiere.
"joy to approval: Having had a big World Cup and plenty of athletics, Auntie will have been delighted with their long weekend’s work.","The World Cup and athletics events made for a successful long weekend's work, which Auntie would have been pleased with."
admiration to approval: So it looked a very smart move indeed when they threw a couple of well-known speed merchants at their coverage.,Adding a couple of popular speed merchants to their coverage appeared to be a savvy decision.
"joy to approval: You feel like you can play anyway you want so I feel fresh, enthused and ready to go.""",I feel revitalized and motivated to play because you have given me the freedom to express myself.
"realization to surprise: This news rocked us, but it should also have been put into perspective by events elsewhere.","This news was shocking, but it should have been put into perspective by taking into account events occurring in other locations."
"approval to realization: We saw anew that we cannot ever eliminate its threat, but that when cities react calmly and with courage, the impact of attacks can be limited and the goal of the terrorist to produce mayhem can be defeated.","We came to the realization once again that the threat of terrorism can never be entirely eliminated, but if cities react calmly and with courage, the impact of attacks can be limited and the terrorist's goal of producing chaos can be defeated."
fear to sadness: But officials in the Polynesia region have expressed fears the toll will rise as rescue workers struggle to reach outlying villages submerged and flattened by the wave.,"The death toll in the Polynesia region is anticipated to rise as rescue workers face obstacles in reaching remote villages that have been flattened and inundated by the wave, according to officials."
anger to annoyance: mishandled the encounter and should be prosecuted.,The encounter was mishandled and legal action should be taken against the responsible party.
fear to nervousness: An alarming video of two shirtless men fighting in a street in regional Queensland has gone viral.,"A video of two men without shirts brawling on a street in regional Queensland has gone viral, causing concern."
"optimism to approval: Set to boom: Gozo is not just good for a holiday rental – it is worth buying there too, especially because of the limelight that will shine upon it in the coming year .","Set to boom: Gozo is not just good for a holiday rental – it is worth buying there too, especially because of the limelight that will shine upon it in the coming year ."
joy to love: Loving: Coleen had been on holiday in Barbados .,Loving: Coleen had been on holiday in Barbados .
"love to sadness: much-loved daughter and sister, went to heaven at 2.50am this morning at .",The beloved daughter and sister passed away and departed for heaven at 2.50am this morning.
"love to sadness: home, where she was surrounded by her loving family.","She found solace in her home, surrounded by her devoted family."
"gratitude to desire: would also like to thank the many doctors, consultants, nurses, helpers .","I want to acknowledge the many doctors, consultants, nurses, and helpers who have assisted me in achieving my goals."
optimism to desire: I’m just trying to do the best job I can.,My goal is to complete my tasks to the best of my capability.
sadness to annoyance: Hard choice with real pain for some time.,A demanding decision that will cause real torment for a while.
"sadness to remorse: Lamell McMorris, spokesman for the National Basketball Referees Association, called the situation ""a truly unfortunate case of wrongdoing by one of our own.""","Lamell McMorris, the spokesperson for the National Basketball Referees Association, referred to the incident as ""an extremely regrettable instance of misconduct by a member of our organization."""
sadness to disappointment: He has won 15 England caps since Capello handed him a debut four years ago but progress has been so painful at times that some have wondered if the young midfielder will ever be the player he promised to be as a teenager.,"Despite earning 15 England caps since his debut under Capello four years ago, the young midfielder's progress has been slow and difficult, leading some to question if he will ever become the player he was expected to be as a teenager."
admiration to approval: We had quite a good chat.,Our exchange was quite satisfactory.
sadness to disapproval: I can’t keep saying I’ve been injured a lot.,It's not possible for me to keep claiming that I've been injured on multiple occasions.
"approval to disapproval: I'm in favor of freedom of expression, but not the kind of freedom of expression that is built on lies.","Although I am in favor of free expression, I do not support the type that relies on falsehoods."
"admiration to approval: Since creating his first piece in 2009, Mr van't Riet's work has proved a huge success at art fairs and exhibitions.",The success of Mr van't Riet's artwork at art fairs and exhibitions has been consistent since he created his first piece in 2009.
"optimism to approval: He added, ""She's hopeful that the ending of this tragedy for everyone will shed new light on her role.""",He added that she has a positive attitude that the resolution of this tragedy will bring a new perspective on her role.
admiration to approval: trend-led items of the best quality while still maintaining .,Delivering the best quality products that are also in line with current trends.
"disgust to sadness: Paedophile Gareth French, 47, who was jailed for 12 years for brutally stabbing a schoolboy in the street and sexually assaulting a young girl .","A young girl was sexually assaulted and a schoolboy was brutally stabbed by Gareth French, a 47-year-old paedophile who was sentenced to 12 years in prison."
sadness to disappointment: Their miserable start was compounded as rookie power forward Julius Randle crumbled to the hardwood after landing awkwardly on his right leg midway through the fourth quarter of the opening 108-90 loss to the Houston Rockets.,"The team's miserable beginning was exacerbated when Julius Randle, a rookie power forward, fell awkwardly on his right leg and hit the hardwood during the fourth quarter of their first game, which they lost 108-90 to the Houston Rockets."
"disappointment to disapproval: While the world of Downton may be becoming more obtainable, the reality unfortunately never will.","While the world of Downton may be more within reach, it will never be a reality."
"sadness to nervousness: Officials have expressed particular concern about the situation at Mount Ontake, a volcano that suddenly erupted last weekend, killing dozens of hikers.","The situation at Mount Ontake, a volcano that erupted unexpectedly last weekend and claimed the lives of numerous hikers, has caused officials to express particular worry."
"fear to nervousness: Now scientists worry that someday, they'll try to take over your brain.",There is a worry among scientists that they may one day attempt to take over your brain.
"fear to sadness: David Gibson, 28,  fractured his skull, nose and both eye sockets after he fell face first into a barrier at the side of the pitch after a horror tackle .","Following a terrible tackle, David Gibson, aged 28, fell face-first into a barrier at the pitch's edge, resulting in fractures to his skull, nose, and both eye sockets."
"disgust to fear: Mr Steggles, 53,  said: 'It's the worst thing I have ever seen.","""I've never witnessed anything as terrible as this,"" said 53-year-old Mr Steggles."
admiration to caring: Ominously for his rivals Federer believes such an approach has led to him playing some of the best tennis of his career.,Federer's belief that his approach has resulted in him playing some of his best tennis is a cause for concern for his competitors.
"admiration to confusion: Mystery: Since he didn't tell police his name, Warnock remained a mystery for 24 hours as the picture of the amazing rescue went viral online .","Mystery: Since he didn't tell police his name, Warnock remained a mystery for 24 hours as the picture of the amazing rescue went viral online ."
disappointment to disapproval: Foolishness -- at home or abroad -- rarely yields great results.,"Achieving great results is unlikely through foolishness, whether it's at home or abroad."
approval to caring: So there's a much deeper issue here than just Steve and extramarital affairs.,There is a more profound concern to tackle than just Steve's extramarital affairs.
"amusement to joy: Guests at the event were kept entertained by a magician, among them a sceptical-looking Pippa who was eventually won over by the performer's sleight of hand.","Among the guests at the event was a skeptical-looking Pippa who was eventually won over by the magician's sleight of hand, providing entertainment for all attendees."
"excitement to joy: Talk about a Happy New Year: Mom Yaleni Tohalino gave birth to little Lorraine (left)  at 11.58 pm, on New Year's Eve, while son Brandon (right) was delivered at 12.01 am on New Year's Day .","Mom Yaleni Tohalino had a memorable New Year's Eve as she gave birth to Lorraine at 11.58 pm, and her son Brandon was born just three minutes later at 12.01 am on New Year's Day."
"fear to sadness: In the past few years, the terror group has bombed churches and mosques, killed hundreds of people and kidnapped more than 200 teenage girls from a boarding school.","Over the past few years, the terrorist organization has bombed both churches and mosques, resulting in the deaths of many people, and has also taken more than 200 teenage girls from a boarding school."
"approval to realization: Since adopting the U.S. dollar as its currency in 2009, economic healing has slowly begun, with foreign investment driving much of the recovery.","Since adopting the U.S. dollar as its currency in 2009, the economy has been slowly recovering, largely due to foreign investment."
"admiration to approval: Now, the country's stunning natural and cultural attractions are recapturing the attention of both foreign travelers and investors keen to capitalize on that interest.","At the moment, the nation's stunning natural and cultural sites are regaining the attention of foreign visitors and investors who are keen to take advantage of this trend."
"approval to disapproval: Hotel occupancy isn't at capacity, to be sure.","Without a doubt, the hotel isn't at its full occupancy."
"annoyance to disappointment: Talking to L’Equipe, scout Hillion said: ‘It’s a huge waste, because I’ve already said it and I’ll repeat it: he was the most talented one of his generation.","Hillion, the scout, communicated to L'Equipe that the individual in question was the most talented of their generation, and it is a colossal waste."
approval to caring: The positive comments were the confidence boost she needed to carry on .,The supportive feedback gave her the encouragement she needed to press on.
annoyance to disapproval: The notion that there is a culture of 'neglect' at the only network that is devoted to celebrating and protecting animals is absurd.,The belief that there is a culture of neglect at the only network devoted to animal welfare is unfounded.
joy to admiration: One of the best parts about being on holiday is getting to sample local dishes and get a taste for the country you’re visiting.,One of the most delightful aspects of going on a trip is the chance to savor traditional dishes and gain a sense of the culture of the place you're visiting.
caring to nervousness: Crime Prevention Minister Norman Baker admitted he was concerned by the fall in number of referrals .,Crime Prevention Minister Norman Baker admitted to being anxious about the decrease in referrals.
admiration to approval: encouraging to see that since 2006-07 the number of pregnant women who .,It is reassuring to discover that the amount of pregnant women who... has gone up since 2006-07.
"admiration to disapproval: For most people, sharks are magnificent creatures – but definitely the sort of beasts you would want to avoid coming into close contact with in a dark corner of the sea.","Most people find sharks to be impressive animals, but they are definitely not the type of creatures you would want to encounter in the depths of the sea."
fear to sadness: This unnerving picture shows a crowd of sharks waiting under a dive boat .,A disquieting photograph portrays a multitude of sharks gathering under a dive boat.
anger to annoyance: But it’s all been wiped overnight.’ Mrs Ward has joined the chorus of thousands of outraged users angry after Scrabble makers Mattel changed the online game earlier this week to a different version that does not have the previous data.,"Mattel's decision to replace the online Scrabble game with a new version that lacks the previous data has caused anger among numerous users, including Mrs. Ward, who have expressed their outrage over the overnight erasure of the game's data."
"admiration to approval: Our protest is growing momentum.’ Sarah Wilson wrote on the Scrabble Facebook page: ‘It’s garish and cumbersome... there is nothing in it for me so it’s over between us.’ Kevin Mercury Winder added:  ‘When I was introduced to Scrabble, I thought it was totally amazing, you were able to play with people all over the world, actually chat whilst game in progress… it was virtually like taking out a real scrabble board and sitting down to a game with a friend.",The support for our protest is growing.
fear to remorse: a terrible stain on the reputation of this United Nations.,A regrettable tarnish on the United Nations' reputation.
"joy to love: Eric, a 25-year-old university biology student, said: 'I really enjoy being in Plymouth and I love the scenery.","Eric, a 25-year-old university biology student, said: 'I really enjoy being in Plymouth and I love the scenery."
joy to admiration: Pedigree: Ajax manager Frank de Boer has enjoyed a phenomenal start to his managerial career in Holland .,"Frank de Boer, the Ajax coach, has had a fantastic start to his managerial journey in Holland."
caring to disapproval: NEVER look directly at the sun -- it is dangerous and can cause permanent damage to your eyes.,Staring directly at the sun is not advisable as it can result in permanent eye injury.
excitement to joy: Supporters took to the street tonight in celebration of their new more moderate president Hasan Rowhani .,Supporters of the newly elected moderate president Hasan Rowhani celebrated on the streets tonight.
excitement to joy: Young supporters of Rowhani dancing in celebration of his win.,"Dancing in celebration of Rowhani's victory, his young supporters are jubilant."
approval to caring: It's important to preserve that for our future.,We need to protect it for the future.
admiration to approval: Emily walks into a room with a stuffed bra and make-up smudged all over her face and Chris thinks she looks wonderful.,"With a stuffed bra and make-up smudged on her face, Emily's entrance into the room is met with approval from Chris."
joy to admiration: They're pretty fun for boys to play with .,These toys are a great source of amusement for boys.
"gratitude to admiration: Thanks to her outrageous honesty and knack for comic timing, Emily's videos have gone viral with previous posts attracting millions of viewers.","Emily's videos have become a hit due to her fearless honesty and comedic timing, with previous posts attracting millions of viewers."
joy to love: Here are ten of my favorite responses: .,Here are ten of my favorite responses: .
amusement to joy: I promised ten but here is one more that cracked me up: If you let your lunch get cold so you could answer a query -- on your smartphone -- about signs you may have a problem with your devices.,"I had guaranteed ten, but here's one more that made me giggle: If you allowed your meal to go cold just to answer a question on your mobile phone about signs that your devices may be faulty."
"fear to sadness: Jessica Ridgeway's family today heard horrifying details of how their 10-year-old daughter had her hair cut off and was strangled, sexually assaulted and dismembered by a teenager.","The family of Jessica Ridgeway was given distressing information today about how their 10-year-old daughter was strangled, sexually assaulted, dismembered, and had her hair cut off by a teenager."
fear to nervousness: disappearance panicked thousands of residents in Denver's western .,The unexplained disappearance caused a state of panic and anxiety among the residents of Denver's western area.
optimism to approval: The flight took Orion farther from Earth than any craft designed for human flight since the Apollo 17 mission to the moon in 1972 -- a confidence builder for a program that NASA hopes will take its first human crew into space in 2021.,"The Orion spacecraft's mission took it to a distance beyond any human-designed craft since the Apollo 17 mission to the moon in 1972, which is a positive sign for NASA's program to send humans into space in 2021."
"optimism to desire: NASA says it hopes that Orion, pushed by a more powerful rocket system under development, will send astronauts to an asteroid in the 2020s.",The goal of NASA is to send astronauts to an asteroid in the 2020s by means of a more advanced rocket system that will propel Orion.
excitement to joy: Kat cheers with the crowds after the announcement of the new prince's birth .,The news of the new prince's birth elicits cheers from Kat and the surrounding crowds.
joy to love: I love the fact that I'm 42 years old and lucky enough to get this chance' Wedded bliss: Ms Guthrie married her husband Michael Feldman at their 'surprise' wedding in March (pictured) and publicly announced her pregnancy a few days later .,I love the fact that I'm 42 years old and lucky enough to get this chance' Wedded bliss: Ms Guthrie married her husband Michael Feldman at their 'surprise' wedding in March (pictured) and publicly announced her pregnancy a few days later .
disappointment to disapproval: Rejected: Former Lostprophets singer and convicted paedophile Ian Watkins has had his appeal bid against his sentence turned down .,"The sentence appeal of Ian Watkins, the former Lostprophets vocalist and convicted child abuser, has been turned down."
realization to remorse: complained he had not realised that his guilty plea had made him 'look .,"He bemoaned the fact that he had not realized how his admission of guilt would affect his image, causing him to feel remorseful."
"amusement to joy: Having a laugh: Chris Smalling, Nani, De Gea, Danny Welbeck and Ashley Young enjoy themselves before the serious business of their match with Real Madrid begins .","Having a laugh: Chris Smalling, Nani, De Gea, Danny Welbeck and Ashley Young enjoy themselves before the serious business of their match with Real Madrid begins ."
